,participant,task,trial,current_state,choice,reward
872,36.0,0,122,999,1,0
873,36.0,0,123,0,1,1
874,36.0,0,124,999,1,0
875,36.0,0,125,1,1,1
876,36.0,0,126,999,1,0
877,36.0,0,127,0,1,1
878,36.0,0,128,999,1,0
879,36.0,0,129,1,1,0
880,36.0,0,130,999,1,0
881,36.0,0,131,1,0,0
882,36.0,0,132,999,1,0
883,36.0,0,133,1,0,1
884,36.0,0,134,999,1,0
885,36.0,0,135,1,0,1
886,36.0,0,136,999,1,0
887,36.0,0,137,1,0,1
888,36.0,0,138,999,1,0
889,36.0,0,139,1,0,1
890,36.0,0,140,999,1,0
891,36.0,0,141,0,1,1
892,36.0,0,142,999,1,0
893,36.0,0,143,1,0,1
894,36.0,0,144,999,1,0
895,36.0,0,145,1,0,0
896,36.0,0,146,999,1,0
897,36.0,0,147,1,0,0
898,36.0,0,148,999,1,0
899,36.0,0,149,0,1,0
900,36.0,0,150,999,1,0
901,36.0,0,151,1,1,1
902,36.0,0,152,999,1,0
903,36.0,0,153,1,1,0
904,36.0,0,154,999,1,0
905,36.0,0,155,1,1,1
906,36.0,0,156,999,1,0
907,36.0,0,157,1,1,0
908,36.0,0,158,999,1,0
909,36.0,0,159,0,0,0
910,36.0,0,160,999,1,0
911,36.0,0,161,1,1,1
912,36.0,0,162,999,1,0
913,36.0,0,163,1,1,1
914,36.0,0,164,999,1,0
915,36.0,0,165,1,1,1
916,36.0,0,166,999,1,0
917,36.0,0,167,0,0,1
918,36.0,0,168,999,1,0
919,36.0,0,169,0,0,1
920,36.0,0,170,999,1,0
921,36.0,0,171,0,0,0
922,36.0,0,172,999,1,0
923,36.0,0,173,1,1,1
924,36.0,0,174,999,1,0
925,36.0,0,175,1,1,0
926,36.0,0,176,999,1,0
927,36.0,0,177,1,1,1
928,36.0,0,178,999,1,0
929,36.0,0,179,0,1,1
930,36.0,0,180,999,1,0
931,36.0,0,181,1,1,0
932,36.0,0,182,999,1,0
933,36.0,0,183,0,1,1
934,36.0,0,184,999,1,0
935,36.0,0,185,1,0,1
936,36.0,0,186,999,1,0
937,36.0,0,187,0,1,0
938,36.0,0,188,999,1,0
939,36.0,0,189,1,0,0
940,36.0,0,190,999,1,0
941,36.0,0,191,0,0,0
942,36.0,0,192,999,1,0
943,36.0,0,193,1,0,1
944,36.0,0,194,999,1,0
945,36.0,0,195,1,0,0
946,36.0,0,196,999,1,0
947,36.0,0,197,1,0,1
948,36.0,0,198,999,1,0
949,36.0,0,199,0,1,1
950,36.0,0,200,999,1,0
951,36.0,0,201,1,0,1
952,36.0,0,202,999,1,0
953,36.0,0,203,1,0,0
954,36.0,0,204,999,1,0
955,36.0,0,205,1,0,0
956,36.0,0,206,999,1,0
957,36.0,0,207,0,1,1
958,36.0,0,208,999,1,0
959,36.0,0,209,1,1,0
960,36.0,0,210,999,1,0
961,36.0,0,211,1,1,1
962,36.0,0,212,999,1,0
963,36.0,0,213,0,0,1
964,36.0,0,214,999,1,0
965,36.0,0,215,0,1,1
966,36.0,0,216,999,1,0
967,36.0,0,217,1,1,0
968,36.0,0,218,999,1,0
969,36.0,0,219,0,1,0
970,36.0,0,220,999,1,0
971,36.0,0,221,1,1,1
972,36.0,0,222,999,1,0
973,36.0,0,223,1,1,1
974,36.0,0,224,999,1,0
975,36.0,0,225,0,1,0
976,36.0,0,226,999,1,0
977,36.0,0,227,1,1,0
978,36.0,0,228,999,1,0
979,36.0,0,229,1,1,1
980,36.0,0,230,999,1,0
981,36.0,0,231,0,1,1
982,36.0,0,232,999,1,0
983,36.0,0,233,1,1,1
984,36.0,0,234,999,1,0
985,36.0,0,235,0,1,1
986,36.0,0,236,999,1,0
987,36.0,0,237,1,1,1
988,36.0,0,238,999,1,0
989,36.0,0,239,1,1,1
990,36.0,0,240,999,1,0
991,36.0,0,241,0,1,1
992,36.0,0,242,999,1,0
993,36.0,0,243,1,1,1
994,36.0,0,244,999,1,0
995,36.0,0,245,0,1,1
996,36.0,0,246,999,1,0
997,36.0,0,247,0,1,1
998,36.0,0,248,999,1,0
999,36.0,0,249,1,1,0
1000,75.0,0,0,999,0,0
1001,75.0,0,1,1,1,0
1002,75.0,0,2,999,0,0
1003,75.0,0,3,0,0,1
1004,75.0,0,4,999,0,0
1005,75.0,0,5,0,0,1
1006,75.0,0,6,999,0,0
1007,75.0,0,7,1,0,0
1008,75.0,0,8,999,0,0
1009,75.0,0,9,1,1,1
1010,75.0,0,10,999,0,0
1011,75.0,0,11,0,1,0
1012,75.0,0,12,999,0,0
1013,75.0,0,13,1,1,1
1014,75.0,0,14,999,0,0
1015,75.0,0,15,0,0,1
1016,75.0,0,16,999,0,0
1017,75.0,0,17,0,0,0
1018,75.0,0,18,999,0,0
1019,75.0,0,19,0,1,0
1020,75.0,0,20,999,0,0
1021,75.0,0,21,1,1,1
1022,75.0,0,22,999,0,0
1023,75.0,0,23,0,0,1
1024,75.0,0,24,999,0,0
1025,75.0,0,25,0,0,1
1026,75.0,0,26,999,0,0
1027,75.0,0,27,0,0,1
1028,75.0,0,28,999,0,0
1029,75.0,0,29,1,1,0
1030,75.0,0,30,999,0,0
1031,75.0,0,31,1,0,0
1032,75.0,0,32,999,0,0
1033,75.0,0,33,0,0,1
1034,75.0,0,34,999,0,0
1035,75.0,0,35,1,0,0
1036,75.0,0,36,999,0,0
1037,75.0,0,37,1,0,1
1038,75.0,0,38,999,0,0
1039,75.0,0,39,0,0,1
1040,75.0,0,40,999,0,0
1041,75.0,0,41,0,0,1
1042,75.0,0,42,999,0,0
1043,75.0,0,43,0,0,0
1044,75.0,0,44,999,0,0
1045,75.0,0,45,0,1,0
1046,75.0,0,46,999,0,0
1047,75.0,0,47,1,1,0
1048,75.0,0,48,999,0,0
1049,75.0,0,49,0,0,1
1050,75.0,0,50,999,0,0
1051,75.0,0,51,1,1,1
1052,75.0,0,52,999,0,0
1053,75.0,0,53,1,1,0
1054,75.0,0,54,999,0,0
1055,75.0,0,55,0,1,1
1056,75.0,0,56,999,0,0
1057,75.0,0,57,1,1,0
1058,75.0,0,58,999,0,0
1059,75.0,0,59,1,1,0
1060,75.0,0,60,999,0,0
1061,75.0,0,61,0,0,1
1062,75.0,0,62,999,0,0
1063,75.0,0,63,0,1,1
1064,75.0,0,64,999,0,0
1065,75.0,0,65,0,0,1
1066,75.0,0,66,999,0,0
1067,75.0,0,67,1,1,1
1068,75.0,0,68,999,0,0
1069,75.0,0,69,0,0,1
1070,75.0,0,70,999,0,0
1071,75.0,0,71,1,1,0
1072,75.0,0,72,999,0,0
1073,75.0,0,73,0,0,1
1074,75.0,0,74,999,0,0
1075,75.0,0,75,1,1,1
1076,75.0,0,76,999,0,0
1077,75.0,0,77,1,1,1
1078,75.0,0,78,999,0,0
1079,75.0,0,79,0,0,0
1080,75.0,0,80,999,0,0
1081,75.0,0,81,1,1,0
1082,75.0,0,82,999,0,0
1083,75.0,0,83,1,1,1
1084,75.0,0,84,999,0,0
1085,75.0,0,85,1,1,1
1086,75.0,0,86,999,0,0
1087,75.0,0,87,0,1,1
1088,75.0,0,88,999,0,0
1089,75.0,0,89,0,1,0
1090,75.0,0,90,999,0,0
1091,75.0,0,91,1,1,1
1092,75.0,0,92,999,0,0
1093,75.0,0,93,0,0,0
1094,75.0,0,94,999,0,0
1095,75.0,0,95,0,1,0
1096,75.0,0,96,999,0,0
1097,75.0,0,97,0,0,1
1098,75.0,0,98,999,0,0
1099,75.0,0,99,0,0,1
1100,75.0,0,100,999,0,0
1101,75.0,0,101,0,0,1
1102,75.0,0,102,999,0,0
1103,75.0,0,103,1,1,1
1104,75.0,0,104,999,0,0
1105,75.0,0,105,1,1,1
1106,75.0,0,106,999,0,0
1107,75.0,0,107,0,0,1
1108,75.0,0,108,999,0,0
1109,75.0,0,109,0,0,0
1110,75.0,0,110,999,0,0
1111,75.0,0,111,0,0,0
1112,75.0,0,112,999,0,0
1113,75.0,0,113,1,1,0
1114,75.0,0,114,999,0,0
1115,75.0,0,115,1,1,1
1116,75.0,0,116,999,0,0
1117,75.0,0,117,0,1,0
1118,75.0,0,118,999,0,0
1119,75.0,0,119,0,1,1
1120,75.0,0,120,999,0,0
1121,75.0,0,121,0,1,0
1122,75.0,0,122,999,0,0
1123,75.0,0,123,0,1,1
1124,75.0,0,124,999,0,0
1125,75.0,0,125,0,1,0
1126,75.0,0,126,999,0,0
1127,75.0,0,127,0,1,1
1128,75.0,0,128,999,0,0
1129,75.0,0,129,0,1,1
1130,75.0,0,130,999,0,0
1131,75.0,0,131,0,1,0
1132,75.0,0,132,999,0,0
1133,75.0,0,133,1,1,1
1134,75.0,0,134,999,0,0
1135,75.0,0,135,0,1,1
1136,75.0,0,136,999,0,0
1137,75.0,0,137,1,1,1
1138,75.0,0,138,999,0,0
1139,75.0,0,139,0,1,0
1140,75.0,0,140,999,0,0
1141,75.0,0,141,0,0,0
1142,75.0,0,142,999,0,0
1143,75.0,0,143,0,1,1
1144,75.0,0,144,999,0,0
1145,75.0,0,145,1,1,0
1146,75.0,0,146,999,0,0
1147,75.0,0,147,0,0,0
1148,75.0,0,148,999,0,0
1149,75.0,0,149,0,1,1
1150,75.0,0,150,999,0,0
1151,75.0,0,151,0,1,1
1152,75.0,0,152,999,0,0
1153,75.0,0,153,0,1,1
1154,75.0,0,154,999,0,0
1155,75.0,0,155,0,1,0
1156,75.0,0,156,999,0,0
1157,75.0,0,157,1,1,1
1158,75.0,0,158,999,0,0
1159,75.0,0,159,0,0,0
1160,75.0,0,160,999,0,0
1161,75.0,0,161,0,0,0
1162,75.0,0,162,999,0,0
1163,75.0,0,163,1,1,0
1164,75.0,0,164,999,0,0
1165,75.0,0,165,0,1,0
1166,75.0,0,166,999,0,0
1167,75.0,0,167,1,0,0
1168,75.0,0,168,999,0,0
1169,75.0,0,169,1,0,1
1170,75.0,0,170,999,0,0
1171,75.0,0,171,1,0,0
1172,75.0,0,172,999,0,0
1173,75.0,0,173,0,1,1
1174,75.0,0,174,999,0,0
1175,75.0,0,175,0,1,1
1176,75.0,0,176,999,0,0
1177,75.0,0,177,0,1,0
1178,75.0,0,178,999,0,0
1179,75.0,0,179,0,1,0
1180,75.0,0,180,999,0,0
1181,75.0,0,181,0,1,0
1182,75.0,0,182,999,0,0
1183,75.0,0,183,1,0,0
1184,75.0,0,184,999,0,0
1185,75.0,0,185,0,0,0
1186,75.0,0,186,999,0,0
1187,75.0,0,187,0,1,0
1188,75.0,0,188,999,0,0
1189,75.0,0,189,0,1,1
1190,75.0,0,190,999,0,0
1191,75.0,0,191,0,1,1
1192,75.0,0,192,999,0,0
1193,75.0,0,193,1,0,0
1194,75.0,0,194,999,0,0
1195,75.0,0,195,0,1,0
1196,75.0,0,196,999,0,0
1197,75.0,0,197,0,1,1
1198,75.0,0,198,999,0,0
1199,75.0,0,199,0,1,0
1200,75.0,0,200,999,0,0
1201,75.0,0,201,1,1,1
1202,75.0,0,202,999,0,0
1203,75.0,0,203,0,1,0
1204,75.0,0,204,999,0,0
1205,75.0,0,205,0,0,1
1206,75.0,0,206,999,0,0
1207,75.0,0,207,1,1,0
1208,75.0,0,208,999,0,0
1209,75.0,0,209,1,1,1
1210,75.0,0,210,999,0,0
1211,75.0,0,211,1,1,1
1212,75.0,0,212,999,0,0
1213,75.0,0,213,0,1,1
1214,75.0,0,214,999,0,0
1215,75.0,0,215,0,1,0
1216,75.0,0,216,999,0,0
1217,75.0,0,217,0,1,1
1218,75.0,0,218,999,0,0
1219,75.0,0,219,0,1,1
1220,75.0,0,220,999,0,0
1221,75.0,0,221,0,1,1
1222,75.0,0,222,999,0,0
1223,75.0,0,223,1,1,0
1224,75.0,0,224,999,0,0
1225,75.0,0,225,0,1,1
1226,75.0,0,226,999,0,0
1227,75.0,0,227,0,1,0
1228,75.0,0,228,999,0,0
1229,75.0,0,229,0,1,0
1230,75.0,0,230,999,0,0
1231,75.0,0,231,0,0,1
1232,75.0,0,232,999,0,0
1233,75.0,0,233,0,0,1
1234,75.0,0,234,999,0,0
1235,75.0,0,235,0,0,1
1236,75.0,0,236,999,0,0
1237,75.0,0,237,0,0,1
1238,75.0,0,238,999,0,0
1239,75.0,0,239,0,0,1
1240,75.0,0,240,999,0,0
1241,75.0,0,241,0,0,1
1242,75.0,0,242,999,0,0
1243,75.0,0,243,1,1,1
1244,75.0,0,244,999,0,0
1245,75.0,0,245,0,0,1
1246,75.0,0,246,999,0,0
1247,75.0,0,247,0,0,1
1248,75.0,0,248,999,0,0
1249,75.0,0,249,0,0,1
1250,81.0,0,0,999,0,0
1251,81.0,0,1,0,0,0
1252,81.0,0,2,999,0,0
1253,81.0,0,3,0,1,0
1254,81.0,0,4,999,1,0
1255,81.0,0,5,1,0,1
1256,81.0,0,6,999,1,0
1257,81.0,0,7,0,0,1
1258,81.0,0,8,999,1,0
1259,81.0,0,9,0,0,0
1260,81.0,0,10,999,1,0
1261,81.0,0,11,1,0,1
1262,81.0,0,12,999,1,0
1263,81.0,0,13,1,0,0
1264,81.0,0,14,999,1,0
1265,81.0,0,15,1,0,1
1266,81.0,0,16,999,1,0
1267,81.0,0,17,1,0,0
1268,81.0,0,18,999,1,0
1269,81.0,0,19,0,0,1
1270,81.0,0,20,999,1,0
1271,81.0,0,21,1,0,1
1272,81.0,0,22,999,1,0
1273,81.0,0,23,1,0,1
1274,81.0,0,24,999,1,0
1275,81.0,0,25,0,0,1
1276,81.0,0,26,999,1,0
1277,81.0,0,27,1,0,1
1278,81.0,0,28,999,1,0
1279,81.0,0,29,1,0,1
1280,81.0,0,30,999,1,0
1281,81.0,0,31,1,0,1
1282,81.0,0,32,999,1,0
1283,81.0,0,33,1,0,1
1284,81.0,0,34,999,1,0
1285,81.0,0,35,1,0,1
1286,81.0,0,36,999,1,0
1287,81.0,0,37,1,0,1
1288,81.0,0,38,999,1,0
1289,81.0,0,39,1,0,1
1290,81.0,0,40,999,1,0
1291,81.0,0,41,1,0,0
1292,81.0,0,42,999,1,0
1293,81.0,0,43,0,0,1
1294,81.0,0,44,999,1,0
1295,81.0,0,45,1,0,1
1296,81.0,0,46,999,1,0
1297,81.0,0,47,1,0,0
1298,81.0,0,48,999,1,0
1299,81.0,0,49,1,0,1
1300,81.0,0,50,999,1,0
1301,81.0,0,51,0,0,1
1302,81.0,0,52,999,1,0
1303,81.0,0,53,1,0,1
1304,81.0,0,54,999,1,0
1305,81.0,0,55,0,0,0
1306,81.0,0,56,999,1,0
1307,81.0,0,57,1,0,1
1308,81.0,0,58,999,1,0
1309,81.0,0,59,1,0,1
1310,81.0,0,60,999,1,0
1311,81.0,0,61,1,0,1
1312,81.0,0,62,999,1,0
1313,81.0,0,63,0,0,0
1314,81.0,0,64,999,1,0
1315,81.0,0,65,1,0,0
1316,81.0,0,66,999,1,0
1317,81.0,0,67,1,0,0
1318,81.0,0,68,999,1,0
1319,81.0,0,69,0,0,0
1320,81.0,0,70,999,1,0
1321,81.0,0,71,1,0,1
1322,81.0,0,72,999,1,0
1323,81.0,0,73,1,0,1
1324,81.0,0,74,999,1,0
1325,81.0,0,75,1,0,1
1326,81.0,0,76,999,1,0
1327,81.0,0,77,1,0,0
1328,81.0,0,78,999,1,0
1329,81.0,0,79,0,0,0
1330,81.0,0,80,999,1,0
1331,81.0,0,81,1,0,1
1332,81.0,0,82,999,1,0
1333,81.0,0,83,1,0,0
1334,81.0,0,84,999,1,0
1335,81.0,0,85,1,0,0
1336,81.0,0,86,999,1,0
1337,81.0,0,87,1,0,1
1338,81.0,0,88,999,1,0
1339,81.0,0,89,1,0,1
1340,81.0,0,90,999,1,0
1341,81.0,0,91,1,0,0
1342,81.0,0,92,999,1,0
1343,81.0,0,93,0,0,0
1344,81.0,0,94,999,1,0
1345,81.0,0,95,1,0,0
1346,81.0,0,96,999,1,0
1347,81.0,0,97,1,0,1
1348,81.0,0,98,999,1,0
1349,81.0,0,99,1,0,0
1350,81.0,0,100,999,1,0
1351,81.0,0,101,1,0,1
1352,81.0,0,102,999,1,0
1353,81.0,0,103,1,0,0
1354,81.0,0,104,999,1,0
1355,81.0,0,105,1,0,1
1356,81.0,0,106,999,1,0
1357,81.0,0,107,1,0,1
1358,81.0,0,108,999,1,0
1359,81.0,0,109,1,0,0
1360,81.0,0,110,999,1,0
1361,81.0,0,111,1,0,0
1362,81.0,0,112,999,1,0
1363,81.0,0,113,1,0,1
1364,81.0,0,114,999,1,0
1365,81.0,0,115,1,0,1
1366,81.0,0,116,999,1,0
1367,81.0,0,117,1,0,1
1368,81.0,0,118,999,1,0
1369,81.0,0,119,1,0,0
1370,81.0,0,120,999,1,0
1371,81.0,0,121,1,0,1
1372,81.0,0,122,999,1,0
1373,81.0,0,123,1,0,0
1374,81.0,0,124,999,1,0
1375,81.0,0,125,1,0,0
1376,81.0,0,126,999,1,0
1377,81.0,0,127,1,0,1
1378,81.0,0,128,999,1,0
1379,81.0,0,129,1,0,1
1380,81.0,0,130,999,1,0
1381,81.0,0,131,0,0,1
1382,81.0,0,132,999,1,0
1383,81.0,0,133,0,0,0
1384,81.0,0,134,999,1,0
1385,81.0,0,135,1,0,0
1386,81.0,0,136,999,1,0
1387,81.0,0,137,1,0,0
1388,81.0,0,138,999,1,0
1389,81.0,0,139,1,0,1
1390,81.0,0,140,999,1,0
1391,81.0,0,141,0,0,0
1392,81.0,0,142,999,1,0
1393,81.0,0,143,1,0,0
1394,81.0,0,144,999,1,0
1395,81.0,0,145,1,0,1
1396,81.0,0,146,999,1,0
1397,81.0,0,147,0,0,0
1398,81.0,0,148,999,1,0
1399,81.0,0,149,1,0,1
1400,81.0,0,150,999,1,0
1401,81.0,0,151,0,0,1
1402,81.0,0,152,999,1,0
1403,81.0,0,153,1,0,1
1404,81.0,0,154,999,1,0
1405,81.0,0,155,0,0,0
1406,81.0,0,156,999,1,0
1407,81.0,0,157,1,0,1
1408,81.0,0,158,999,1,0
1409,81.0,0,159,1,0,0
1410,81.0,0,160,999,1,0
1411,81.0,0,161,1,0,1
1412,81.0,0,162,999,1,0
1413,81.0,0,163,1,0,1
1414,81.0,0,164,999,1,0
1415,81.0,0,165,0,0,0
1416,81.0,0,166,999,1,0
1417,81.0,0,167,1,0,0
1418,81.0,0,168,999,1,0
1419,81.0,0,169,0,0,0
1420,81.0,0,170,999,1,0
1421,81.0,0,171,1,0,1
1422,81.0,0,172,999,1,0
1423,81.0,0,173,1,0,1
1424,81.0,0,174,999,1,0
1425,81.0,0,175,1,0,1
1426,81.0,0,176,999,1,0
1427,81.0,0,177,0,0,0
1428,81.0,0,178,999,1,0
1429,81.0,0,179,1,0,0
1430,81.0,0,180,999,1,0
1431,81.0,0,181,1,0,1
1432,81.0,0,182,999,1,0
1433,81.0,0,183,0,0,0
1434,81.0,0,184,999,1,0
1435,81.0,0,185,1,0,1
1436,81.0,0,186,999,1,0
1437,81.0,0,187,0,0,1
1438,81.0,0,188,999,1,0
1439,81.0,0,189,1,0,1
1440,81.0,0,190,999,1,0
1441,81.0,0,191,1,0,0
1442,81.0,0,192,999,1,0
1443,81.0,0,193,0,0,0
1444,81.0,0,194,999,1,0
1445,81.0,0,195,1,0,1
1446,81.0,0,196,999,1,0
1447,81.0,0,197,0,0,0
1448,81.0,0,198,999,1,0
1449,81.0,0,199,1,0,1
1450,81.0,0,200,999,1,0
1451,81.0,0,201,1,0,1
1452,81.0,0,202,999,1,0
1453,81.0,0,203,0,0,1
1454,81.0,0,204,999,1,0
1455,81.0,0,205,1,0,1
1456,81.0,0,206,999,1,0
1457,81.0,0,207,1,0,1
1458,81.0,0,208,999,1,0
1459,81.0,0,209,1,0,1
1460,81.0,0,210,999,1,0
1461,81.0,0,211,1,0,1
1462,81.0,0,212,999,1,0
1463,81.0,0,213,1,0,0
1464,81.0,0,214,999,1,0
1465,81.0,0,215,0,0,0
1466,81.0,0,216,999,1,0
1467,81.0,0,217,1,0,0
1468,81.0,0,218,999,1,0
1469,81.0,0,219,1,0,1
1470,81.0,0,220,999,1,0
1471,81.0,0,221,1,0,1
1472,81.0,0,222,999,1,0
1473,81.0,0,223,1,0,0
1474,81.0,0,224,999,1,0
1475,81.0,0,225,1,0,1
1476,81.0,0,226,999,1,0
1477,81.0,0,227,1,0,0
1478,81.0,0,228,999,1,0
1479,81.0,0,229,1,0,0
1480,81.0,0,230,999,1,0
1481,81.0,0,231,0,0,0
1482,81.0,0,232,999,1,0
1483,81.0,0,233,1,0,0
1484,81.0,0,234,999,1,0
1485,81.0,0,235,0,0,1
1486,81.0,0,236,999,1,0
1487,81.0,0,237,1,0,0
1488,81.0,0,238,999,1,0
1489,81.0,0,239,0,0,0
1490,81.0,0,240,999,1,0
1491,81.0,0,241,1,0,0
1492,81.0,0,242,999,1,0
1493,81.0,0,243,1,0,1
1494,81.0,0,244,999,1,0
1495,81.0,0,245,1,0,1
1496,81.0,0,246,999,1,0
1497,81.0,0,247,0,0,0
1498,81.0,0,248,999,1,0
1499,81.0,0,249,1,0,1
1500,84.0,0,0,999,1,0
1501,84.0,0,1,0,1,1
1502,84.0,0,2,999,1,0
1503,84.0,0,3,0,1,0
1504,84.0,0,4,999,1,0
1505,84.0,0,5,1,0,0
1506,84.0,0,6,999,1,0
1507,84.0,0,7,1,0,0
1508,84.0,0,8,999,0,0
1509,84.0,0,9,1,1,1
1510,84.0,0,10,999,0,0
1511,84.0,0,11,0,1,1
1512,84.0,0,12,999,0,0
1513,84.0,0,13,0,1,1
1514,84.0,0,14,999,0,0
1515,84.0,0,15,0,1,1
1516,84.0,0,16,999,0,0
1517,84.0,0,17,0,1,0
1518,84.0,0,18,999,0,0
1519,84.0,0,19,1,1,1
1520,84.0,0,20,999,0,0
1521,84.0,0,21,1,1,1
1522,84.0,0,22,999,0,0
1523,84.0,0,23,0,1,0
1524,84.0,0,24,999,0,0
1525,84.0,0,25,1,1,1
1526,84.0,0,26,999,0,0
1527,84.0,0,27,0,1,0
1528,84.0,0,28,999,0,0
1529,84.0,0,29,0,0,1
1530,84.0,0,30,999,0,0
1531,84.0,0,31,1,1,1
1532,84.0,0,32,999,0,0
1533,84.0,0,33,1,1,0
1534,84.0,0,34,999,0,0
1535,84.0,0,35,0,0,0
1536,84.0,0,36,999,1,0
1537,84.0,0,37,0,1,0
1538,84.0,0,38,999,0,0
1539,84.0,0,39,0,0,0
1540,84.0,0,40,999,0,0
1541,84.0,0,41,1,1,1
1542,84.0,0,42,999,0,0
1543,84.0,0,43,0,0,0
1544,84.0,0,44,999,0,0
1545,84.0,0,45,0,1,0
1546,84.0,0,46,999,1,0
1547,84.0,0,47,0,1,0
1548,84.0,0,48,999,0,0
1549,84.0,0,49,0,0,0
1550,84.0,0,50,999,0,0
1551,84.0,0,51,1,1,1
1552,84.0,0,52,999,0,0
1553,84.0,0,53,1,1,1
1554,84.0,0,54,999,0,0
1555,84.0,0,55,1,1,0
1556,84.0,0,56,999,0,0
1557,84.0,0,57,0,1,0
1558,84.0,0,58,999,0,0
1559,84.0,0,59,1,1,1
1560,84.0,0,60,999,0,0
1561,84.0,0,61,0,1,0
1562,84.0,0,62,999,0,0
1563,84.0,0,63,1,1,1
1564,84.0,0,64,999,0,0
1565,84.0,0,65,0,0,1
1566,84.0,0,66,999,0,0
1567,84.0,0,67,0,0,1
1568,84.0,0,68,999,0,0
1569,84.0,0,69,0,0,0
1570,84.0,0,70,999,0,0
1571,84.0,0,71,0,1,0
1572,84.0,0,72,999,1,0
1573,84.0,0,73,0,1,0
1574,84.0,0,74,999,0,0
1575,84.0,0,75,0,1,0
1576,84.0,0,76,999,1,0
1577,84.0,0,77,0,0,1
1578,84.0,0,78,999,1,0
1579,84.0,0,79,0,0,0
1580,84.0,0,80,999,1,0
1581,84.0,0,81,1,1,0
1582,84.0,0,82,999,1,0
1583,84.0,0,83,1,0,1
1584,84.0,0,84,999,1,0
1585,84.0,0,85,1,0,0
1586,84.0,0,86,999,1,0
1587,84.0,0,87,1,1,1
1588,84.0,0,88,999,1,0
1589,84.0,0,89,1,1,0
1590,84.0,0,90,999,1,0
1591,84.0,0,91,1,0,0
1592,84.0,0,92,999,1,0
1593,84.0,0,93,0,1,0
1594,84.0,0,94,999,1,0
1595,84.0,0,95,1,1,0
1596,84.0,0,96,999,0,0
1597,84.0,0,97,0,1,0
1598,84.0,0,98,999,0,0
1599,84.0,0,99,0,0,0
1600,84.0,0,100,999,0,0
1601,84.0,0,101,0,0,1
1602,84.0,0,102,999,0,0
1603,84.0,0,103,1,1,0
1604,84.0,0,104,999,0,0
1605,84.0,0,105,0,0,0
1606,84.0,0,106,999,0,0
1607,84.0,0,107,0,1,0
1608,84.0,0,108,999,0,0
1609,84.0,0,109,0,0,0
1610,84.0,0,110,999,0,0
1611,84.0,0,111,1,0,0
1612,84.0,0,112,999,0,0
1613,84.0,0,113,0,0,1
1614,84.0,0,114,999,0,0
1615,84.0,0,115,1,0,1
1616,84.0,0,116,999,0,0
1617,84.0,0,117,0,0,1
1618,84.0,0,118,999,0,0
1619,84.0,0,119,1,0,0
1620,84.0,0,120,999,0,0
1621,84.0,0,121,0,0,1
1622,84.0,0,122,999,0,0
1623,84.0,0,123,0,0,1
1624,84.0,0,124,999,0,0
1625,84.0,0,125,1,0,0
1626,84.0,0,126,999,0,0
1627,84.0,0,127,0,0,1
1628,84.0,0,128,999,0,0
1629,84.0,0,129,0,0,0
1630,84.0,0,130,999,0,0
1631,84.0,0,131,0,1,1
1632,84.0,0,132,999,0,0
1633,84.0,0,133,1,1,0
1634,84.0,0,134,999,0,0
1635,84.0,0,135,1,0,0
1636,84.0,0,136,999,0,0
1637,84.0,0,137,0,1,0
1638,84.0,0,138,999,0,0
1639,84.0,0,139,1,0,0
1640,84.0,0,140,999,0,0
1641,84.0,0,141,0,1,0
1642,84.0,0,142,999,0,0
1643,84.0,0,143,1,1,1
1644,84.0,0,144,999,0,0
1645,84.0,0,145,0,0,1
1646,84.0,0,146,999,0,0
1647,84.0,0,147,0,0,1
1648,84.0,0,148,999,0,0
1649,84.0,0,149,0,0,1
1650,84.0,0,150,999,0,0
1651,84.0,0,151,0,0,1
1652,84.0,0,152,999,0,0
1653,84.0,0,153,1,0,0
1654,84.0,0,154,999,0,0
1655,84.0,0,155,1,1,1
1656,84.0,0,156,999,0,0
1657,84.0,0,157,0,0,1
1658,84.0,0,158,999,0,0
1659,84.0,0,159,0,0,1
1660,84.0,0,160,999,0,0
1661,84.0,0,161,0,0,1
1662,84.0,0,162,999,0,0
1663,84.0,0,163,1,1,0
1664,84.0,0,164,999,0,0
1665,84.0,0,165,0,0,0
1666,84.0,0,166,999,0,0
1667,84.0,0,167,0,1,0
1668,84.0,0,168,999,0,0
1669,84.0,0,169,0,0,1
1670,84.0,0,170,999,0,0
1671,84.0,0,171,0,0,1
1672,84.0,0,172,999,0,0
1673,84.0,0,173,1,1,0
1674,84.0,0,174,999,0,0
1675,84.0,0,175,0,0,0
1676,84.0,0,176,999,0,0
1677,84.0,0,177,0,1,1
1678,84.0,0,178,999,0,0
1679,84.0,0,179,0,1,1
1680,84.0,0,180,999,0,0
1681,84.0,0,181,0,1,1
1682,84.0,0,182,999,0,0
1683,84.0,0,183,0,1,1
1684,84.0,0,184,999,0,0
1685,84.0,0,185,0,1,0
1686,84.0,0,186,999,0,0
1687,84.0,0,187,0,1,1
1688,84.0,0,188,999,0,0
1689,84.0,0,189,0,1,0
1690,84.0,0,190,999,0,0
1691,84.0,0,191,0,1,0
1692,84.0,0,192,999,0,0
1693,84.0,0,193,1,1,0
1694,84.0,0,194,999,0,0
1695,84.0,0,195,0,1,1
1696,84.0,0,196,999,0,0
1697,84.0,0,197,0,1,1
1698,84.0,0,198,999,0,0
1699,84.0,0,199,0,1,0
1700,84.0,0,200,999,0,0
