state_left,state_right,choice,current_state,reward,multiplied_reward,stake_level,participant,reward.0.0,reward.0.1,reward.1.0,reward.1.1,task,trial
1,0,0,1,1.0,1.0,1,24,0.581812697,0.338716049,0.585855399,0.496124885,1,33
0,1,0,999,0.0,0.0,5,24,0.597851897,0.301534821,0.56347519,0.485730742,1,34
1,0,1,1,1.0,5.0,5,24,0.597851897,0.301534821,0.56347519,0.485730742,1,35
1,0,0,999,0.0,0.0,1,24,0.558132072,0.315625721,0.538214986,0.487658912,1,36
0,1,0,1,1.0,1.0,1,24,0.558132072,0.315625721,0.538214986,0.487658912,1,37
0,1,0,999,0.0,0.0,1,24,0.550481952,0.296326044,0.508852654,0.504161535,1,38
0,1,1,0,0.0,0.0,1,24,0.550481952,0.296326044,0.508852654,0.504161535,1,39
0,1,0,999,0.0,0.0,1,24,0.54502801,0.325835306,0.534894172,0.512208991,1,40
0,1,0,0,1.0,1.0,1,24,0.54502801,0.325835306,0.534894172,0.512208991,1,41
0,1,0,999,0.0,0.0,1,24,0.549018666,0.314380691,0.525476311,0.506068925,1,42
1,0,1,0,0.0,0.0,1,24,0.549018666,0.314380691,0.525476311,0.506068925,1,43
1,0,1,999,0.0,0.0,1,24,0.554139321,0.318371347,0.535127643,0.457031628,1,44
0,1,0,1,1.0,1.0,1,24,0.554139321,0.318371347,0.535127643,0.457031628,1,45
1,0,0,999,0.0,0.0,5,24,0.551331648,0.340327304,0.514508281,0.458959798,1,46
0,1,0,1,1.0,5.0,5,24,0.551331648,0.340327304,0.514508281,0.458959798,1,47
0,1,1,999,0.0,0.0,1,24,0.572596624,0.334215448,0.448481143,0.428169206,1,48
0,1,0,0,1.0,1.0,1,24,0.572596624,0.334215448,0.448481143,0.428169206,1,49
0,1,0,999,0.0,0.0,1,24,0.634242902,0.4077477,0.465899228,0.41339889,1,50
0,1,1,1,1.0,1.0,1,24,0.634242902,0.4077477,0.465899228,0.41339889,1,51
1,0,1,999,0.0,0.0,1,24,0.623848759,0.399445164,0.484889049,0.42291665,1,52
1,0,0,1,0.0,0.0,1,24,0.623848759,0.399445164,0.484889049,0.42291665,1,53
1,0,1,999,0.0,0.0,1,24,0.648079907,0.383043506,0.472776338,0.40109768,1,54
0,1,1,1,0.0,0.0,1,24,0.648079907,0.383043506,0.472776338,0.40109768,1,55
0,1,1,999,0.0,0.0,5,24,0.639777371,0.420503192,0.481691105,0.359364164,1,56
0,1,0,1,1.0,5.0,5,24,0.639777371,0.420503192,0.481691105,0.359364164,1,57
0,1,0,999,0.0,0.0,1,24,0.645115505,0.405732876,0.470028605,0.321454568,1,58
0,1,1,1,0.0,0.0,1,24,0.645115505,0.405732876,0.470028605,0.321454568,1,59
0,1,-1,999,0.0,0.0,1,24,0.645315397,0.395534711,0.483672139,0.320988653,1,60
1,2,2,-1,0.0,0.0,1,24,0.645315397,0.395534711,0.483672139,0.320988653,1,61
1,0,1,999,0.0,0.0,5,24,0.676121228,0.391061735,0.493142656,0.290555827,1,62
0,1,1,1,0.0,0.0,5,24,0.676121228,0.391061735,0.493142656,0.290555827,1,63
1,0,1,999,0.0,0.0,1,24,0.651465595,0.348085483,0.540327022,0.270878259,1,64
0,1,1,1,1.0,1.0,1,24,0.651465595,0.348085483,0.540327022,0.270878259,1,65
1,0,0,999,0.0,0.0,1,24,0.654701174,0.328715628,0.584489028,0.25415469,1,66
1,0,1,1,0.0,0.0,1,24,0.654701174,0.328715628,0.584489028,0.25415469,1,67
1,0,0,999,0.0,0.0,1,24,0.675917218,0.308967532,0.5911512,0.278969747,1,68
0,1,1,0,0.0,0.0,1,24,0.675917218,0.308967532,0.5911512,0.278969747,1,69
1,0,-1,999,0.0,0.0,5,24,0.639207929,0.302500337,0.592437627,0.25069021,1,70
2,1,2,-1,0.0,0.0,5,24,0.639207929,0.302500337,0.592437627,0.25069021,1,71
0,1,1,999,0.0,0.0,5,24,0.641466482,0.309674575,0.594366375,0.282087353,1,72
0,1,1,1,0.0,0.0,5,24,0.641466482,0.309674575,0.594366375,0.282087353,1,73
0,1,0,999,0.0,0.0,1,24,0.617963948,0.297720768,0.571230806,0.301126299,1,74
1,0,1,0,0.0,0.0,1,24,0.617963948,0.297720768,0.571230806,0.301126299,1,75
0,1,1,999,0.0,0.0,5,24,0.607470315,0.262358877,0.559814842,0.325104766,1,76
1,0,1,1,0.0,0.0,5,24,0.607470315,0.262358877,0.559814842,0.325104766,1,77
1,0,0,999,0.0,0.0,1,24,0.612280132,0.285089998,0.550725982,0.349327809,1,78
1,0,1,1,0.0,0.0,1,24,0.612280132,0.285089998,0.550725982,0.349327809,1,79
0,1,0,999,0.0,0.0,1,24,0.579764792,0.297030322,0.503138687,0.323425968,1,80
0,1,0,0,0.0,0.0,1,24,0.579764792,0.297030322,0.503138687,0.323425968,1,81
0,1,1,999,0.0,0.0,5,24,0.590984671,0.296245278,0.490503209,0.314749672,1,82
0,1,1,1,0.0,0.0,5,24,0.590984671,0.296245278,0.490503209,0.314749672,1,83
0,1,0,999,0.0,0.0,1,24,0.582063004,0.328024205,0.509493029,0.297424077,1,84
1,0,0,0,1.0,1.0,1,24,0.582063004,0.328024205,0.509493029,0.297424077,1,85
1,0,0,999,0.0,0.0,5,24,0.530143923,0.307563966,0.522118622,0.301803366,1,86
1,0,0,0,1.0,5.0,5,24,0.530143923,0.307563966,0.522118622,0.301803366,1,87
1,0,0,999,0.0,0.0,5,24,0.516228556,0.28697072,0.510005912,0.295691509,1,88
1,0,0,1,1.0,5.0,5,24,0.516228556,0.28697072,0.510005912,0.295691509,1,89
0,1,0,999,0.0,0.0,5,24,0.494164453,0.28875764,0.540811742,0.295406556,1,90
0,1,0,0,0.0,0.0,5,24,0.494164453,0.28875764,0.540811742,0.295406556,1,91
0,1,1,999,0.0,0.0,1,24,0.455964493,0.300799381,0.534699886,0.325195036,1,92
0,1,1,1,0.0,0.0,1,24,0.455964493,0.300799381,0.534699886,0.325195036,1,93
0,1,1,999,0.0,0.0,1,24,0.468816388,0.254909693,0.514566451,0.303376065,1,94
1,0,1,1,0.0,0.0,1,24,0.468816388,0.254909693,0.514566451,0.303376065,1,95
1,0,-1,999,0.0,0.0,5,24,0.451238225,0.293630148,0.49274748,0.285062702,1,96
1,2,2,-1,0.0,0.0,5,24,0.451238225,0.293630148,0.49274748,0.285062702,1,97
1,0,-1,999,0.0,0.0,5,24,0.438234121,0.30328148,0.49172483,0.293819248,1,98
1,2,2,-1,0.0,0.0,5,24,0.438234121,0.30328148,0.49172483,0.293819248,1,99
1,0,1,999,0.0,0.0,5,24,0.443071171,0.320943854,0.537995124,0.308009901,1,100
0,1,0,1,0.0,0.0,5,24,0.443071171,0.320943854,0.537995124,0.308009901,1,101
1,0,1,999,0.0,0.0,5,24,0.461216393,0.277967602,0.543211133,0.307232386,1,102
1,0,0,1,0.0,0.0,5,24,0.461216393,0.277967602,0.543211133,0.307232386,1,103
0,1,0,999,0.0,0.0,1,24,0.431910103,0.262414571,0.497020292,0.275859992,1,104
1,0,0,0,1.0,1.0,1,24,0.431910103,0.262414571,0.497020292,0.275859992,1,105
0,1,0,999,0.0,0.0,5,24,0.413809597,0.283519429,0.536137895,0.292876963,1,106
0,1,0,0,0.0,0.0,5,24,0.413809597,0.283519429,0.536137895,0.292876963,1,107
1,0,1,999,0.0,0.0,5,24,0.416999747,0.292554363,0.500110871,0.316923694,1,108
1,0,1,1,0.0,0.0,5,24,0.416999747,0.292554363,0.500110871,0.316923694,1,109
0,1,0,999,0.0,0.0,5,24,0.377445164,0.296415729,0.529899351,0.31475634,1,110
0,1,0,0,0.0,0.0,5,24,0.377445164,0.296415729,0.529899351,0.31475634,1,111
1,0,-1,999,0.0,0.0,5,24,0.389385488,0.303722738,0.570209831,0.295386484,1,112
2,1,1,-1,0.0,0.0,5,24,0.389385488,0.303722738,0.570209831,0.295386484,1,113
1,0,-1,999,0.0,0.0,5,24,0.374815254,0.338796961,0.56477665,0.289333625,1,114
1,2,1,-1,0.0,0.0,5,24,0.374815254,0.338796961,0.56477665,0.289333625,1,115
1,0,1,999,0.0,0.0,5,24,0.352843924,0.300597001,0.548668324,0.283519418,1,116
0,1,0,1,0.0,0.0,5,24,0.352843924,0.300597001,0.548668324,0.283519418,1,117
1,0,1,999,0.0,0.0,5,24,0.335904535,0.312412633,0.530581399,0.263341781,1,118
0,1,0,1,0.0,0.0,5,24,0.335904535,0.312412633,0.530581399,0.263341781,1,119
1,0,0,999,0.0,0.0,5,24,0.333616616,0.343218463,0.554757456,0.25243311,1,120
0,1,1,0,1.0,5.0,5,24,0.333616616,0.343218463,0.554757456,0.25243311,1,121
1,0,0,999,0.0,0.0,5,24,0.34782612,0.373930629,0.522729271,0.253730055,1,122
1,0,1,1,0.0,0.0,5,24,0.34782612,0.373930629,0.522729271,0.253730055,1,123
1,0,-1,999,0.0,0.0,5,24,0.29662118,0.367489471,0.527108559,0.2841289,1,124
1,2,2,-1,0.0,0.0,5,24,0.29662118,0.367489471,0.527108559,0.2841289,1,125
1,0,-1,999,0.0,0.0,5,24,0.279170663,0.322429435,0.534332367,0.271316177,1,126
1,2,2,-1,0.0,0.0,5,24,0.279170663,0.322429435,0.534332367,0.271316177,1,127
0,1,1,999,0.0,0.0,1,24,0.312807666,0.304279397,0.521821984,0.314736063,1,128
1,0,1,0,0.0,0.0,1,24,0.312807666,0.304279397,0.521821984,0.314736063,1,129
1,0,1,999,0.0,0.0,5,24,0.33402371,0.310473228,0.484821927,0.307085943,1,130
1,0,0,0,0.0,0.0,5,24,0.33402371,0.310473228,0.484821927,0.307085943,1,131
0,1,0,999,0.0,0.0,1,24,0.370043164,0.277469227,0.470339899,0.310114148,1,132
1,0,1,0,0.0,0.0,1,24,0.370043164,0.277469227,0.470339899,0.310114148,1,133
1,0,0,999,0.0,0.0,1,24,0.373371107,0.299424897,0.495154956,0.280454191,1,134
1,0,1,0,1.0,1.0,1,24,0.373371107,0.299424897,0.495154956,0.280454191,1,135
0,1,0,999,0.0,0.0,1,24,0.342377071,0.301418368,0.46312677,0.252050275,1,136
0,1,0,0,1.0,1.0,1,24,0.342377071,0.301418368,0.46312677,0.252050275,1,137
1,0,-1,999,0.0,0.0,5,24,0.369076584,0.294501416,0.481972848,0.25334722,1,138
1,2,1,-1,0.0,0.0,5,24,0.369076584,0.294501416,0.481972848,0.25334722,1,139
1,0,1,999,0.0,0.0,5,24,0.363622642,0.303166231,0.4825062,0.278594915,1,140
1,0,0,1,1.0,5.0,5,24,0.363622642,0.303166231,0.4825062,0.278594915,1,141
0,1,1,999,0.0,0.0,5,24,0.309810514,0.324431208,0.483803145,0.33365777,1,142
0,1,0,1,0.0,0.0,5,24,0.309810514,0.324431208,0.483803145,0.33365777,1,143
0,1,1,999,0.0,0.0,1,24,0.274395793,0.339575518,0.491850601,0.371078621,1,144
1,0,0,0,1.0,1.0,1,24,0.274395793,0.339575518,0.491850601,0.371078621,1,145
0,1,1,999,0.0,0.0,5,24,0.278985183,0.344489305,0.460478207,0.329677051,1,146
1,0,1,1,0.0,0.0,5,24,0.278985183,0.344489305,0.460478207,0.329677051,1,147
0,1,1,999,0.0,0.0,1,24,0.310764109,0.320058127,0.479764551,0.307934245,1,148
0,1,0,0,0.0,0.0,1,24,0.310764109,0.320058127,0.479764551,0.307934245,1,149
1,0,1,999,0.0,0.0,5,24,0.30847619,0.286112691,0.522557029,0.311240987,1,150
1,0,0,1,1.0,5.0,5,24,0.30847619,0.286112691,0.522557029,0.311240987,1,151
1,0,1,999,0.0,0.0,1,24,0.361299475,0.300123907,0.5439786,0.331015296,1,152
0,1,1,1,1.0,1.0,1,24,0.361299475,0.300123907,0.5439786,0.331015296,1,153
0,1,-1,999,0.0,0.0,5,24,0.392330039,0.250518421,0.529556323,0.285149599,1,154
1,2,2,-1,0.0,0.0,5,24,0.392330039,0.250518421,0.529556323,0.285149599,1,155
1,0,-1,999,0.0,0.0,5,24,0.413507307,0.286579464,0.534765973,0.324709593,1,156
2,1,2,-1,0.0,0.0,5,24,0.413507307,0.286579464,0.534765973,0.324709593,1,157
0,1,0,999,0.0,0.0,1,24,0.409746989,0.283228182,0.528951766,0.362130444,1,158
1,0,1,0,0.0,0.0,1,24,0.409746989,0.283228182,0.528951766,0.362130444,1,159
1,0,-1,999,0.0,0.0,1,24,0.411675159,0.302557767,0.543042667,0.354271422,1,160
2,1,2,-1,0.0,0.0,1,24,0.411675159,0.302557767,0.543042667,0.354271422,1,161
0,1,-1,999,0.0,0.0,5,24,0.413323029,0.324068839,0.555760723,0.384888303,1,162
2,1,2,-1,0.0,0.0,5,24,0.413323029,0.324068839,0.555760723,0.384888303,1,163
0,1,1,999,0.0,0.0,1,24,0.415277623,0.320325202,0.540110906,0.398376151,1,164
1,0,1,1,0.0,0.0,1,24,0.415277623,0.320325202,0.540110906,0.398376151,1,165
0,1,1,999,0.0,0.0,1,24,0.401758994,0.330835572,0.552962801,0.373720518,1,166
0,1,1,0,0.0,0.0,1,24,0.401758994,0.330835572,0.552962801,0.373720518,1,167
1,0,1,999,0.0,0.0,5,24,0.396630675,0.320341939,0.561701776,0.338798048,1,168
0,1,0,1,0.0,0.0,5,24,0.396630675,0.320341939,0.561701776,0.338798048,1,169
0,1,1,999,0.0,0.0,1,24,0.397644878,0.271109732,0.569608852,0.321219885,1,170
0,1,0,1,1.0,1.0,1,24,0.397644878,0.271109732,0.569608852,0.321219885,1,171
1,0,1,999,0.0,0.0,5,24,0.381536552,0.264192779,0.572637057,0.354856888,1,172
1,0,1,1,1.0,5.0,5,24,0.381536552,0.264192779,0.572637057,0.354856888,1,173
0,1,1,999,0.0,0.0,1,24,0.387133281,0.28538186,0.579927158,0.360072898,1,174
1,0,0,0,0.0,0.0,1,24,0.387133281,0.28538186,0.579927158,0.360072898,1,175
0,1,1,999,0.0,0.0,1,24,0.364473442,0.287204723,0.640356126,0.39107674,1,176
1,0,0,0,0.0,0.0,1,24,0.364473442,0.287204723,0.640356126,0.39107674,1,177
1,0,0,999,0.0,0.0,1,24,0.365778384,0.275471,0.627502756,0.382269974,1,178
1,0,0,0,1.0,1.0,1,24,0.365778384,0.275471,0.627502756,0.382269974,1,179
0,1,0,999,0.0,0.0,1,24,0.374987026,0.291626416,0.599587713,0.39251052,1,180
1,0,0,0,0.0,0.0,1,24,0.374987026,0.291626416,0.599587713,0.39251052,1,181
1,0,1,999,0.0,0.0,5,24,0.408624029,0.26624237,0.626374112,0.400058115,1,182
1,0,0,0,1.0,5.0,5,24,0.408624029,0.26624237,0.626374112,0.400058115,1,183
1,0,1,999,0.0,0.0,1,24,0.390523523,0.282068332,0.639520597,0.404722149,1,184
0,1,1,1,0.0,0.0,1,24,0.390523523,0.282068332,0.639520597,0.404722149,1,185
1,0,1,999,0.0,0.0,5,24,0.353654916,0.273868202,0.606516596,0.401610236,1,186
1,0,1,1,0.0,0.0,5,24,0.353654916,0.273868202,0.606516596,0.401610236,1,187
1,0,1,999,0.0,0.0,5,24,0.309196776,0.275861673,0.594403886,0.424331189,1,188
1,0,0,1,0.0,0.0,5,24,0.309196776,0.275861673,0.594403886,0.424331189,1,189
0,1,0,999,0.0,0.0,1,24,0.318714536,0.261138383,0.612945232,0.376743894,1,190
1,0,1,0,1.0,1.0,1,24,0.318714536,0.261138383,0.612945232,0.376743894,1,191
1,0,1,999,0.0,0.0,5,24,0.305599974,0.264927751,0.597354599,0.365342643,1,192
0,1,0,1,1.0,5.0,5,24,0.305599974,0.264927751,0.597354599,0.365342643,1,193
1,0,1,999,0.0,0.0,1,24,0.313815767,0.272265412,0.544064862,0.388116094,1,194
1,0,1,1,1.0,1.0,1,24,0.313815767,0.272265412,0.544064862,0.388116094,1,195
0,1,0,999,0.0,0.0,5,24,0.332125733,0.264915816,0.538900978,0.416884658,1,196
1,0,0,0,0.0,0.0,5,24,0.332125733,0.264915816,0.538900978,0.416884658,1,197
1,0,1,999,0.0,0.0,5,24,0.294216136,0.27855935,0.544110628,0.387522327,1,198
0,1,1,0,1.0,5.0,5,24,0.294216136,0.27855935,0.544110628,0.387522327,1,199
1,0,1,999,0.0,0.0,5,24,0.289159199,0.265880882,0.551417637,0.386104733,1,200
0,1,0,1,0.0,0.0,5,24,0.289159199,0.265880882,0.551417637,0.386104733,1,201
0,1,0,999,0.0,0.0,1,24,0.263775153,0.290056939,0.536754262,0.354893873,1,202
1,0,1,0,1.0,1.0,1,24,0.263775153,0.290056939,0.536754262,0.354893873,1,203
1,0,1,999,0.0,0.0,1,24,0.255848412,0.282766494,0.55560034,0.379069929,1,204
1,0,1,0,0.0,0.0,1,24,0.255848412,0.282766494,0.55560034,0.379069929,1,205
1,0,1,999,0.0,0.0,1,24,0.274942179,0.265814533,0.559879327,0.391120016,1,206
1,0,1,1,1.0,1.0,1,24,0.274942179,0.265814533,0.559879327,0.391120016,1,207
1,0,1,999,0.0,0.0,5,24,0.283606995,0.260251602,0.604445329,0.377832251,1,208
1,0,1,0,0.0,0.0,5,24,0.283606995,0.260251602,0.604445329,0.377832251,1,209
0,1,1,999,0.0,0.0,5,24,0.269691629,0.272307687,0.611980292,0.337693209,1,210
1,0,1,1,0.0,0.0,5,24,0.269691629,0.272307687,0.611980292,0.337693209,1,211
1,0,1,999,0.0,0.0,5,24,0.26613909,0.281505651,0.655400178,0.33164035,1,212
0,1,1,0,1.0,5.0,5,24,0.26613909,0.281505651,0.655400178,0.33164035,1,213
0,1,0,999,0.0,0.0,5,24,0.282294506,0.266735335,0.667441919,0.330549672,1,214
1,0,1,0,1.0,5.0,5,24,0.282294506,0.266735335,0.667441919,0.330549672,1,215
1,0,1,999,0.0,0.0,1,24,0.289601516,0.252585543,0.664585033,0.311837319,1,216
1,0,0,1,1.0,1.0,1,24,0.289601516,0.252585543,0.664585033,0.311837319,1,217
1,0,1,999,0.0,0.0,1,24,0.28719228,0.271017299,0.647120802,0.334976638,1,218
0,1,0,1,0.0,0.0,1,24,0.28719228,0.271017299,0.647120802,0.334976638,1,219
1,0,1,999,0.0,0.0,1,24,0.27255672,0.252485235,0.662068117,0.360321959,1,220
1,0,1,0,1.0,1.0,1,24,0.27255672,0.252485235,0.662068117,0.360321959,1,221
1,0,0,999,0.0,0.0,5,24,0.266416653,0.254285381,0.642694127,0.320767376,1,222
0,1,0,0,0.0,0.0,5,24,0.266416653,0.254285381,0.642694127,0.320767376,1,223
0,1,1,999,0.0,0.0,5,24,0.29142642,0.273131459,0.661980471,0.32429236,1,224
1,0,0,1,1.0,5.0,5,24,0.29142642,0.273131459,0.661980471,0.32429236,1,225
0,1,1,999,0.0,0.0,1,24,0.303007927,0.266991392,0.681757069,0.274261203,1,226
1,0,0,1,1.0,1.0,1,24,0.303007927,0.266991392,0.681757069,0.274261203,1,227
0,1,1,999,0.0,0.0,5,24,0.295746718,0.279362167,0.68129124,0.251841484,1,228
1,0,0,1,0.0,0.0,5,24,0.295746718,0.279362167,0.68129124,0.251841484,1,229
0,1,1,999,0.0,0.0,5,24,0.275998623,0.3250819,0.661113603,0.305657143,1,230
1,0,1,1,0.0,0.0,5,24,0.275998623,0.3250819,0.661113603,0.305657143,1,231
0,1,1,999,0.0,0.0,5,24,0.281722952,0.316984279,0.628866215,0.307585313,1,232
0,1,1,0,1.0,5.0,5,24,0.281722952,0.316984279,0.628866215,0.307585313,1,233
0,1,1,999,0.0,0.0,1,24,0.262330068,0.353569359,0.60949636,0.273639876,1,234
0,1,1,1,1.0,1.0,1,24,0.262330068,0.353569359,0.60949636,0.273639876,1,235
0,1,1,999,0.0,0.0,1,24,0.289029581,0.330909521,0.595758811,0.271182246,1,236
1,0,0,0,0.0,0.0,1,24,0.289029581,0.330909521,0.595758811,0.271182246,1,237
0,1,1,999,0.0,0.0,5,24,0.280661346,0.316759729,0.589618744,0.256894229,1,238
0,1,1,0,1.0,5.0,5,24,0.280661346,0.316759729,0.589618744,0.256894229,1,239
1,0,1,999,0.0,0.0,5,24,0.253633607,0.263505367,0.554512701,0.254998558,1,240
1,0,0,1,0.0,0.0,5,24,0.253633607,0.263505367,0.554512701,0.254998558,1,241
0,1,0,999,0.0,0.0,1,24,0.335065615,0.278794634,0.575617559,0.266396356,1,242
1,0,1,1,0.0,0.0,1,24,0.335065615,0.278794634,0.575617559,0.266396356,1,243
1,0,1,999,0.0,0.0,5,24,0.341476634,0.25723239,0.581061624,0.275136967,1,244
0,1,1,1,0.0,0.0,5,24,0.341476634,0.25723239,0.581061624,0.275136967,1,245
1,0,-1,999,0.0,0.0,5,24,0.32733081,0.25821557,0.628560326,0.31425457,1,246
2,1,2,-1,0.0,0.0,5,24,0.32733081,0.25821557,0.628560326,0.31425457,1,247
0,1,1,999,0.0,0.0,1,24,0.31344272,0.25116646,0.625174643,0.271420966,1,248
0,1,1,1,0.0,0.0,1,24,0.31344272,0.25116646,0.625174643,0.271420966,1,249
0,1,1,999,0.0,0.0,1,24,0.26429176,0.260641664,0.610063118,0.276311606,1,250
0,1,1,1,1.0,1.0,1,24,0.26429176,0.260641664,0.610063118,0.276311606,1,251
0,1,1,999,0.0,0.0,5,24,0.28194415,0.264892836,0.593339549,0.268049192,1,252
1,0,1,1,0.0,0.0,5,24,0.28194415,0.264892836,0.593339549,0.268049192,1,253
0,1,1,999,0.0,0.0,5,24,0.289153622,0.259556443,0.562345513,0.254530563,1,254
1,0,1,1,1.0,5.0,5,24,0.289153622,0.259556443,0.562345513,0.254530563,1,255
0,1,1,999,0.0,0.0,1,24,0.271482334,0.264809692,0.557295978,0.260239753,1,256
1,0,0,0,1.0,1.0,1,24,0.271482334,0.264809692,0.557295978,0.260239753,1,257
0,1,1,999,0.0,0.0,1,24,0.269348068,0.273407104,0.551243118,0.250080003,1,258
1,0,1,1,0.0,0.0,1,24,0.269348068,0.273407104,0.551243118,0.250080003,1,259
1,0,1,999,0.0,0.0,5,24,0.29553028,0.263409529,0.55940727,0.26862135,1,260
0,1,1,1,0.0,0.0,5,24,0.29553028,0.263409529,0.55940727,0.26862135,1,261
1,0,1,999,0.0,0.0,1,24,0.304127692,0.278142794,0.587102843,0.267203756,1,262
0,1,1,0,1.0,1.0,1,24,0.304127692,0.278142794,0.587102843,0.267203756,1,263
0,1,1,999,0.0,0.0,1,24,0.31130193,0.250822818,0.58629815,0.252128242,1,264
1,0,0,0,0.0,0.0,1,24,0.31130193,0.250822818,0.58629815,0.252128242,1,265
0,1,1,999,0.0,0.0,1,24,0.266571772,0.297093112,0.587642013,0.272454035,1,266
1,0,1,0,0.0,0.0,1,24,0.266571772,0.297093112,0.587642013,0.272454035,1,267
0,1,0,999,0.0,0.0,1,24,0.251099516,0.264800651,0.615125953,0.255383006,1,268
0,1,0,1,1.0,1.0,1,24,0.251099516,0.264800651,0.615125953,0.255383006,1,269
0,1,0,999,0.0,0.0,1,24,0.275291035,0.254890963,0.579295234,0.294994855,1,270
1,0,1,1,1.0,1.0,1,24,0.275291035,0.254890963,0.579295234,0.294994855,1,271
1,0,1,999,0.0,0.0,1,24,0.296656068,0.251576232,0.59368702,0.288941996,1,272
1,0,1,1,0.0,0.0,1,24,0.296656068,0.251576232,0.59368702,0.288941996,1,273
1,0,-1,999,0.0,0.0,5,24,0.273034858,0.257079017,0.597818427,0.291879562,1,274
1,2,2,-1,0.0,0.0,5,24,0.273034858,0.257079017,0.597818427,0.291879562,1,275
0,1,0,999,0.0,0.0,5,24,0.342614323,0.259644552,0.608369808,0.260802028,1,276
1,0,0,0,0.0,0.0,5,24,0.342614323,0.259644552,0.608369808,0.260802028,1,277
1,0,1,999,0.0,0.0,1,24,0.328132295,0.25395744,0.644059222,0.278172203,1,278
0,1,0,1,1.0,1.0,1,24,0.328132295,0.25395744,0.644059222,0.278172203,1,279
1,0,-1,999,0.0,0.0,1,24,0.335356103,0.282875594,0.638006363,0.283327814,1,280
1,2,1,-1,0.0,0.0,1,24,0.335356103,0.282875594,0.638006363,0.283327814,1,281
0,1,1,999,0.0,0.0,5,24,0.333938509,0.267450894,0.619905857,0.29601851,1,282
0,1,0,1,1.0,5.0,5,24,0.333938509,0.267450894,0.619905857,0.29601851,1,283
1,0,1,999,0.0,0.0,5,24,0.348029409,0.254611581,0.660699189,0.261367372,1,284
0,1,1,1,1.0,5.0,5,24,0.348029409,0.254611581,0.660699189,0.261367372,1,285
1,0,1,999,0.0,0.0,1,24,0.36012437,0.271454554,0.676365176,0.254057329,1,286
1,0,1,0,0.0,0.0,1,24,0.36012437,0.271454554,0.676365176,0.254057329,1,287
1,0,1,999,0.0,0.0,1,24,0.34569885,0.252148289,0.654470917,0.262344329,1,288
1,0,1,1,0.0,0.0,1,24,0.34569885,0.252148289,0.654470917,0.262344329,1,289
1,0,1,999,0.0,0.0,5,24,0.366024642,0.280868048,0.6563007,0.262116761,1,290
0,1,1,1,0.0,0.0,5,24,0.366024642,0.280868048,0.6563007,0.262116761,1,291
0,1,0,999,0.0,0.0,1,24,0.357570693,0.273217928,0.677532235,0.26658094,1,292
1,0,1,1,1.0,1.0,1,24,0.357570693,0.273217928,0.677532235,0.26658094,1,293
1,0,1,999,0.0,0.0,5,24,0.389846504,0.29824602,0.667138092,0.29685397,1,294
0,1,0,1,0.0,0.0,5,24,0.389846504,0.29824602,0.667138092,0.29685397,1,295
0,1,0,999,0.0,0.0,1,24,0.40232903,0.292792078,0.640764375,0.301163283,1,296
0,1,0,0,0.0,0.0,1,24,0.40232903,0.292792078,0.640764375,0.301163283,1,297
0,1,0,999,0.0,0.0,5,24,0.425157632,0.299768805,0.644755032,0.353231618,1,298
1,0,0,0,0.0,0.0,5,24,0.425157632,0.299768805,0.644755032,0.353231618,1,299
1,0,0,999,0.0,0.0,1,24,0.412707565,0.317138981,0.611831549,0.384569573,1,300
1,0,1,0,0.0,0.0,1,24,0.412707565,0.317138981,0.611831549,0.384569573,1,301
1,0,1,999,0.0,0.0,1,24,0.390327356,0.348996459,0.598094,0.34946353,1,302
0,1,0,1,1.0,1.0,1,24,0.390327356,0.348996459,0.598094,0.34946353,1,303
1,0,1,999,0.0,0.0,1,24,0.422106282,0.328403213,0.575295084,0.334798318,1,304
1,0,1,0,1.0,1.0,1,24,0.422106282,0.328403213,0.575295084,0.334798318,1,305
0,1,0,999,0.0,0.0,1,24,0.412160783,0.298743256,0.58402198,0.30722676,1,306
1,0,1,1,0.0,0.0,1,24,0.412160783,0.298743256,0.58402198,0.30722676,1,307
1,0,1,999,0.0,0.0,5,24,0.425012678,0.306826196,0.586394937,0.308046921,1,308
1,0,1,1,0.0,0.0,5,24,0.425012678,0.306826196,0.586394937,0.308046921,1,309
1,0,0,999,0.0,0.0,5,24,0.397714241,0.295329501,0.624695201,0.309694791,1,310
0,1,1,1,0.0,0.0,5,24,0.397714241,0.295329501,0.624695201,0.309694791,1,311
0,1,1,999,0.0,0.0,1,24,0.394791405,0.280294336,0.654477746,0.264964633,1,312
0,1,1,1,1.0,1.0,1,24,0.394791405,0.280294336,0.654477746,0.264964633,1,313
0,1,0,999,0.0,0.0,5,24,0.425795248,0.336522721,0.617609139,0.294473895,1,314
0,1,1,1,0.0,0.0,5,24,0.425795248,0.336522721,0.617609139,0.294473895,1,315
1,0,1,999,0.0,0.0,1,24,0.421780866,0.307686995,0.661244293,0.2804171,1,316
0,1,1,0,0.0,0.0,1,24,0.421780866,0.307686995,0.661244293,0.2804171,1,317
0,1,1,999,0.0,0.0,5,24,0.467500598,0.346804598,0.624375686,0.302847782,1,318
0,1,1,0,0.0,0.0,5,24,0.467500598,0.346804598,0.624375686,0.302847782,1,319
0,1,0,999,0.0,0.0,1,24,0.422770441,0.360895498,0.62737555,0.302052625,1,320
0,1,1,1,0.0,0.0,1,24,0.422770441,0.360895498,0.62737555,0.302052625,1,321
